# Lammps sturcture data file
# ntot =         4080
        4080   atoms
           8 atom types

          0.00000000         97.44400000   xlo xhi
          0.00000000         96.84000000   ylo yhi
          0.00000000        110.00000000   zlo zhi

Atoms

         252           4         10.33100001          4.33500001         56.21100001
         253           5          6.03200001          5.14200001         55.30000001
         254           6          7.46500001          5.94900001         56.21100001
         255           7          8.89800001          5.14200001         55.30000001
         256           8         10.33100001          5.94900001         56.21100001
         257           1          6.03200001          6.75600001         55.30000001
         258           2          7.46500001          7.56300001         56.21100001
         259           3          8.89800001          6.75600001         55.30000001
         260           4         10.33100001          7.56300001         56.21100001
         261           5          6.03200001          8.37000001         55.30000001
         262           6          7.46500001          9.17700001         56.21100001
         263           7          8.89800001          8.37000001         55.30000001
         264           8         10.33100001          9.17700001         56.21100001
         265           1          6.03200001          9.98400001         55.30000001
         266           2          7.46500001         10.79100001         56.21100001
         267           3          8.89800001          9.98400001         55.30000001
         268           4         10.33100001         10.79100001         56.21100001
         269           5          6.03200001         11.59800001         55.30000001
         270           6          7.46500001         12.40500001         56.21100001
         271           7          8.89800001         11.59800001         55.30000001
         272           8         10.33100001         12.40500001         56.21100001
         273           1          6.03200001         13.21200001         55.30000001
         274           2          7.46500001         14.01900001         56.21100001
         275           3          8.89800001         13.21200001         55.30000001
         276           4         10.33100001         14.01900001         56.21100001
         277           5          6.03200001         14.82600001         55.30000001
         278           6          7.46500001         15.63300001         56.21100001
         279           7          8.89800001         14.82600001         55.30000001
         280           8         10.33100001         15.63300001         56.21100001
         281           1          6.03200001         16.44000001         55.30000001
         282           2          7.46500001         17.24700001         56.21100001
         283           3          8.89800001         16.44000001         55.30000001
         284           4         10.33100001         17.24700001         56.21100001
         285           5          6.03200001         18.05400001         55.30000001
         286           6          7.46500001         18.86100001         56.21100001
         287           7          8.89800001         18.05400001         55.30000001
         288           8         10.33100001         18.86100001         56.21100001
         289           1          6.03200001         19.66800001         55.30000001
         290           2          7.46500001         20.47500001         56.21100001
         291           3          8.89800001         19.66800001         55.30000001
         292           4         10.33100001         20.47500001         56.21100001
         293           5          6.03200001         21.28200001         55.30000001
         294           6          7.46500001         22.08900001         56.21100001
         295           7          8.89800001         21.28200001         55.30000001
         296           8         10.33100001         22.08900001         56.21100001
         297           1          6.03200001         22.89600001         55.30000001
         298           2          7.46500001         23.70300001         56.21100001
         299           3          8.89800001         22.89600001         55.30000001
         300           4         10.33100001         23.70300001         56.21100001
         301           5          6.03200001         24.51000001         55.30000001
         302           6          7.46500001         25.31700001         56.21100001
         303           7          8.89800001         24.51000001         55.30000001
         304           8         10.33100001         25.31700001         56.21100001
         305           1          6.03200001         26.12400001         55.30000001
         306           2          7.46500001         26.93100001         56.21100001
         307           3          8.89800001         26.12400001         55.30000001
         308           4         10.33100001         26.93100001         56.21100001
         309           5          6.03200001         27.73800001         55.30000001
         310           6          7.46500001         28.54500001         56.21100001
         311           7          8.89800001         27.73800001         55.30000001
         312           8         10.33100001         28.54500001         56.21100001
         313           1          6.03200001         29.35200001         55.30000001
         314           2          7.46500001         30.15900001         56.21100001
         315           3          8.89800001         29.35200001         55.30000001
         316           4         10.33100001         30.15900001         56.21100001
         317           5          6.03200001         30.96600001         55.30000001
         318           6          7.46500001         31.77300001         56.21100001
         319           7          8.89800001         30.96600001         55.30000001
         320           8         10.33100001         31.77300001         56.21100001
         321           1          6.03200001         32.58000001         55.30000001
         322           2          7.46500001         33.38700001         56.21100001
         323           3          8.89800001         32.58000001         55.30000001
         324           4         10.33100001         33.38700001         56.21100001
         325           5          6.03200001         34.19400001         55.30000001
         326           6          7.46500001         35.00100001         56.21100001
         327           7          8.89800001         34.19400001         55.30000001
         328           8         10.33100001         35.00100001         56.21100001
         329           1          6.03200001         35.80800001         55.30000001
         330           2          7.46500001         36.61500001         56.21100001
         331           3          8.89800001         35.80800001         55.30000001
         332           4         10.33100001         36.61500001         56.21100001
         333           5          6.03200001         37.42200001         55.30000001
         334           6          7.46500001         38.22900001         56.21100001
         335           7          8.89800001         37.42200001         55.30000001
         336           8         10.33100001         38.22900001         56.21100001
         337           1          6.03200001         39.03600001         55.30000001
         338           2          7.46500001         39.84300001         56.21100001
         339           3          8.89800001         39.03600001         55.30000001
         340           4         10.33100001         39.84300001         56.21100001
         341           5          6.03200001         40.65000001         55.30000001
         342           6          7.46500001         41.45700001         56.21100001
         343           7          8.89800001         40.65000001         55.30000001
         344           8         10.33100001         41.45700001         56.21100001
         345           1          6.03200001         42.26400001         55.30000001
         346           2          7.46500001         43.07100001         56.21100001
         347           3          8.89800001         42.26400001         55.30000001
         348           4         10.33100001         43.07100001         56.21100001
         349           5          6.03200001         43.87800001         55.30000001
         350           6          7.46500001         44.68500001         56.21100001
         351           7          8.89800001         43.87800001         55.30000001
         352           8         10.33100001         44.68500001         56.21100001
         353           1          6.03200001         45.49200001         55.30000001
         354           2          7.46500001         46.29900001         56.21100001
         355           3          8.89800001         45.49200001         55.30000001
